Date,Open,High,Low,Close,Adj Close,Volume
2010-06-11,12.600000,12.965000,12.530000,12.800000,12.169212,1835435
2010-06-14,12.995000,12.995000,12.700000,12.880000,12.245271,857309
2010-06-15,12.720000,13.050000,12.610000,12.900000,12.264283,573304
2010-06-16,null,null,null,null,null,null
2010-06-17,null,null,null,null,null,null
2010-06-18,12.390000,12.545000,12.120000,12.415000,11.803185,1065071
2010-06-21,null,null,null,null,null,null
2010-06-22,12.620000,12.890000,12.290000,12.700000,12.074140,2851402
2010-06-23,12.680000,13.000000,12.540000,12.865000,12.231008,380637
2010-06-24,13.000000,13.000000,12.600000,12.770000,12.140691,424979
2010-06-25,null,null,null,null,null,null
2010-06-28,null,null,null,null,null,null
2010-06-29,null,null,null,null,null,null
2010-06-30,null,null,null,null,null,null
2010-07-01,null,null,null,null,null,null
2010-07-02,12.750000,12.760000,12.240000,12.290000,11.684345,826428
2010-07-05,null,null,null,null,null,null
2010-07-06,null,null,null,null,null,null
2010-07-07,null,null,null,null,null,null
2010-07-08,null,null,null,null,null,null
2010-07-09,null,null,null,null,null,null
2010-07-12,null,null,null,null,null,null
2010-07-13,null,null,null,null,null,null
2010-07-14,null,null,null,null,null,null
2010-07-15,null,null,null,null,null,null
2010-07-16,null,null,null,null,null,null
2010-07-19,null,null,null,null,null,null
2010-07-20,null,null,null,null,null,null
2010-07-21,null,null,null,null,null,null
2010-07-22,null,null,null,null,null,null
2010-07-23,null,null,null,null,null,null
2010-07-26,null,null,null,null,null,null
2010-07-27,null,null,null,null,null,null
2010-07-28,null,null,null,null,null,null
2010-07-29,null,null,null,null,null,null
2010-07-30,null,null,null,null,null,null
2010-08-02,13.680000,13.765000,13.300000,13.400000,12.739643,1604030
2010-08-03,null,null,null,null,null,null
2010-08-04,null,null,null,null,null,null
2010-08-05,null,null,null,null,null,null
2010-08-06,13.150000,13.240000,13.050000,13.175000,12.525732,831313
2010-08-09,null,null,null,null,null,null
2010-08-10,null,null,null,null,null,null
2010-08-11,null,null,null,null,null,null
2010-08-12,12.965000,13.215000,12.900000,12.930000,12.292806,8465883
2010-08-13,null,null,null,null,null,null
2010-08-16,null,null,null,null,null,null
2010-08-17,null,null,null,null,null,null
2010-08-18,null,null,null,null,null,null
2010-08-19,null,null,null,null,null,null
2010-08-20,null,null,null,null,null,null
2010-08-23,null,null,null,null,null,null
2010-08-24,null,null,null,null,null,null
2010-08-25,null,null,null,null,null,null
2010-08-26,null,null,null,null,null,null
2010-08-27,null,null,null,null,null,null
2010-08-30,null,null,null,null,null,null
